id,network,job_type,image_size,num_imgs,device,batch_size,data_parallelism,response_time
62eeb49a,mobile,interpolation,256,100,cuda:1,8,1,9681
5a82802c,style2ada,random,512,800,cuda:0,8,1,17657
b2bca6c0,stylemap,random,1024,800,cuda:0,1,1,314636
611f534d,anycost,interpolation,512,800,cuda:0,8,1,68591
7b7e4e6e,swa,interpolation,256,800,cuda:1,8,1,26535
25835fb7,swa,interpolation,256,400,cuda:1,8,1,20515
83dc6562,swa,random,256,400,cuda:1,8,1,19488
944a3696,anycost,interpolation,256,200,cuda:1,8,1,17456
f992e003,mobile,interpolation,256,800,cuda:1,8,1,18432
37e8479f,style2ada,interpolation,1024,200,cuda:1,2,1,28405
d274b73b,mobile,interpolation,1024,200,cuda:0,4,1,16382
086983df,mobile,random,1024,100,cuda:0,2,1,12361
a4b2b515,stylemap,interpolation,256,100,cuda:0,4,1,24333
35cde509,anycost,interpolation,512,400,cuda:1,4,1,27300
cac976f6,mobile,interpolation,1024,100,cuda:0,4,1,13245
90490670,style2ada,interpolation,1024,100,cuda:0,2,1,25149
c75f1dad,style1,interpolation,256,200,cuda:1,8,1,12121
e63391f6,anycost,interpolation,512,400,cuda:1,4,1,28073
deba64a1,style1,random,1024,400,cuda:0,4,1,21046
fa37e3c5,style1,random,256,100,cuda:1,8,1,12977
1419c3af,anycost,random,256,800,cuda:1,8,1,28960
1c73a576,swa,random,1024,800,cuda:0,4,1,95909
10d7aa7d,stylemap,random,512,400,cuda:1,1,1,96880
e6d36fce,style2,interpolation,512,100,cuda:1,4,1,28861
fb6fa1d6,style1,interpolation,1024,400,cuda:0,2,1,24813
36bf0a43,style1,interpolation,256,400,cuda:1,8,1,12757
d1385655,anycost,random,1024,100,cuda:0,4,1,13733
7c6d3e52,mobile,interpolation,256,100,cuda:1,8,1,11698
18c1bdeb,stylemap,random,1024,100,cuda:0,2,1,29640
d8a4998d,swa,random,512,800,cuda:1,8,1,34608
67a8d4a0,style1,random,512,400,cuda:0,8,1,8485
425118b8,stylemap,interpolation,256,200,cuda:0,8,1,19464
b1ac9d9b,mobile,random,1024,200,cuda:0,8,1,11428
4ec9809a,mobile,interpolation,256,200,cuda:1,8,1,9371
050af8a0,anycost,interpolation,1024,400,cuda:0,4,1,23344
c4235af2,style2,interpolation,1024,400,cuda:0,4,1,23249
83e1640f,swa,interpolation,512,100,cuda:1,8,1,14225
7aa93efb,swa,interpolation,1024,400,cuda:0,8,1,22197
b4f36471,swa,interpolation,256,100,cuda:1,8,1,13093
c4d37a83,style1,random,1024,800,cuda:0,8,1,20023
07c3521b,style1,random,256,200,cuda:1,8,1,10000




