id,network,job_type,image_size,num_imgs,device,batch_size,data_parallelism,response_time
a9712dbf,style1,interpolation,1024,800,cuda:0,4,1,24435
6dc918c9,mobile,random,256,800,cuda:0,4,1,14410
d7d1c41c,stylemap,random,256,400,cuda:0,4,1,27370
4936b7fa,style1,interpolation,512,400,cuda:0,4,1,12263
27b1484b,style2ada,interpolation,512,100,cuda:0,4,1,11251
a4e1a327,style1,interpolation,1024,400,cuda:0,4,1,15226
4287d1e4,anycost,interpolation,256,800,cuda:0,4,1,16149
ea13a8c2,swa,interpolation,512,200,cuda:0,4,1,13034
84f2ef9b,style2ada,interpolation,256,800,cuda:0,4,1,16942
8e4a5d6f,stylemap,interpolation,256,800,cuda:0,4,1,94856
f2ddeed4,mobile,interpolation,512,200,cuda:0,4,1,12826
d4fd07be,anycost,interpolation,512,200,cuda:0,4,1,19799
a763dbfa,mobile,interpolation,512,200,cuda:0,4,1,14688
06349a3b,style2ada,interpolation,256,400,cuda:1,4,1,20660
a2828224,style1,interpolation,1024,200,cuda:1,4,1,18606
408f5c00,swa,interpolation,512,800,cuda:0,4,1,59576
2e8ce638,style2,random,256,200,cuda:0,4,1,15551
5c0ff1c2,style2,random,256,800,cuda:0,4,1,27522
96c54122,mobile,interpolation,256,400,cuda:1,4,1,15499
ad208f6e,anycost,random,256,400,cuda:1,4,1,25483
2b87f18d,anycost,random,1024,200,cuda:1,4,1,42451
8696877f,style2,interpolation,512,400,cuda:1,4,1,42418
16d66612,stylemap,interpolation,512,400,cuda:0,4,1,64206
588c6925,anycost,random,512,800,cuda:0,4,1,64101
9536f510,swa,interpolation,1024,200,cuda:0,4,1,53014
bb9e080f,mobile,random,512,200,cuda:0,4,1,14975
932f48ae,style1,random,1024,200,cuda:0,4,1,17942
d1d4f0c3,anycost,random,512,800,cuda:1,4,1,78827
4ece81b5,anycost,random,256,400,cuda:1,4,1,31800
177b5c1f,stylemap,interpolation,1024,800,cuda:1,2,1,-1
b1b0f283,swa,random,512,100,cuda:0,4,1,13721
73f4f2d5,style2ada,interpolation,256,200,cuda:0,4,1,10539
00a00912,swa,random,1024,400,cuda:0,4,1,23439
5094fb01,mobile,interpolation,1024,100,cuda:0,4,1,11377
036703cb,stylemap,random,512,200,cuda:0,4,1,37337
3abd0a42,stylemap,interpolation,512,200,cuda:0,4,1,40296
f457211a,mobile,random,256,100,cuda:0,4,1,14261
59e8e6d6,anycost,interpolation,512,400,cuda:0,4,1,29230
5256f78c,mobile,interpolation,512,800,cuda:0,4,1,18179
a3b2ac06,anycost,random,256,400,cuda:0,4,1,14077
80866726,style2ada,random,256,400,cuda:1,4,1,47985
796c9f77,swa,interpolation,512,200,cuda:1,4,1,55959
c5146410,swa,random,256,100,cuda:0,4,1,8915
25ef1c43,style2,random,1024,200,cuda:0,4,1,14858
22493656,style2ada,interpolation,256,800,cuda:0,4,1,22777
83ed06c2,swa,random,512,800,cuda:0,4,1,28685
ecd226e2,mobile,random,256,800,cuda:0,4,1,12627
c3cbeb31,stylemap,interpolation,512,400,cuda:0,4,1,57505
52ba1e74,style2ada,random,256,800,cuda:1,4,1,110229
b5c83fd1,mobile,random,256,400,cuda:0,4,1,12199
b1668ccd,style1,interpolation,1024,400,cuda:0,4,1,19022
59d49d66,stylemap,interpolation,512,800,cuda:0,4,1,-1
21bdf3ff,anycost,random,1024,800,cuda:0,4,1,-1
fc2e79b1,stylemap,interpolation,256,800,cuda:0,4,1,-1
0be40eaf,anycost,interpolation,1024,400,cuda:0,4,1,-1
5aeff90a,swa,interpolation,512,100,cuda:1,4,1,-1
d924f043,style1,random,512,200,cuda:1,4,1,-1
4c41b713,anycost,random,256,100,cuda:1,4,1,-1
8eace1a1,anycost,interpolation,512,800,cuda:0,4,1,-1
23f79499,style2,random,512,400,cuda:0,4,1,-1
0d1dc1d7,mobile,interpolation,512,400,cuda:1,4,1,-1




