id,network,job_type,image_size,num_imgs,device,batch_size,data_parallelism,response_time
58ad645c,style2,interpolation,512,200,cuda:1,8,1,17469
b0df5b3c,swa,random,256,200,cuda:0,8,1,10448
2ad353e8,stylemap,interpolation,1024,100,cuda:1,8,1,169425
420e0471,stylemap,random,1024,100,cuda:1,8,1,56392
6bfcc697,anycost,interpolation,256,400,cuda:1,8,1,29365
46e77965,style2ada,interpolation,512,200,cuda:0,8,1,12343
18565031,swa,random,256,400,cuda:0,8,1,12315
4ba437bc,stylemap,random,1024,200,cuda:1,8,1,114287
ef0f3e7d,swa,random,512,400,cuda:0,8,1,14262
6055e1f7,style1,random,256,800,cuda:1,8,1,21222
e94eef03,style2ada,random,256,400,cuda:1,8,1,55190
2ac93003,swa,interpolation,256,200,cuda:0,8,1,11157
33083ee0,style2ada,interpolation,1024,200,cuda:0,8,1,13133
f172d246,stylemap,interpolation,256,200,cuda:0,8,1,18050
db586666,style1,interpolation,512,100,cuda:1,8,1,14016
c2b78b7a,stylemap,interpolation,512,200,cuda:1,8,1,45000
268b1617,style2ada,interpolation,512,200,cuda:0,8,1,9988
6db4621c,style2ada,random,256,800,cuda:1,8,1,42963
f2651c42,stylemap,random,256,200,cuda:1,8,1,36873
b8a735f0,anycost,interpolation,512,400,cuda:0,8,1,18861
2182efd5,style1,random,1024,400,cuda:1,8,1,39845
e3a11ef1,style2,interpolation,512,200,cuda:0,8,1,14825
9e1696a0,style1,interpolation,256,800,cuda:0,8,1,7788
3683fda1,swa,random,256,200,cuda:1,8,1,14673
8d99f798,style2ada,random,1024,400,cuda:1,8,1,39653
43af38b5,style2,random,256,400,cuda:0,8,1,12628
8962116b,mobile,interpolation,512,200,cuda:1,8,1,12587
a38a4670,swa,interpolation,256,800,cuda:1,8,1,28526
3672dd8f,swa,interpolation,1024,800,cuda:0,8,1,33493
1a92a296,swa,interpolation,512,100,cuda:1,8,1,16453
d03f8436,swa,random,512,200,cuda:1,8,1,16378
b1a662b6,style2,random,512,800,cuda:0,8,1,24343
9e7678e6,mobile,interpolation,512,200,cuda:1,8,1,11309
00bf7d75,style2,random,512,400,cuda:0,8,1,16282
ca90f6fe,swa,interpolation,1024,400,cuda:0,8,1,22264
22935bcd,style2ada,interpolation,1024,200,cuda:1,8,1,29241
9ab9b8f0,style2,interpolation,1024,800,cuda:1,8,1,63213
2876e2b9,swa,random,256,100,cuda:0,8,1,9185
d9d58eff,style2,random,512,100,cuda:0,8,1,10163
00e69f10,style2ada,interpolation,1024,100,cuda:0,8,1,12123




