id,network,job_type,image_size,num_imgs,device,batch_size,data_parallelism,response_time
cf42d923,style1,interpolation,512,400,cuda:0,8,1,8695
ef349370,style1,interpolation,256,1600,cuda:0,8,1,9668
01e0a0b0,style1,interpolation,256,100,cuda:0,8,1,7654
98d35a13,style1,interpolation,256,100,cuda:1,8,1,9636
46e12065,style1,interpolation,256,100,cuda:1,8,1,9618
11473237,style1,interpolation,1024,400,cuda:0,8,1,13600
c38d7c67,style1,interpolation,512,400,cuda:1,8,1,13582
11802f2c,style1,interpolation,256,1600,cuda:1,8,1,13566
b764bea0,style1,random,256,3200,cuda:1,8,1,18549
1f220ca2,style1,interpolation,512,3200,cuda:0,8,1,22530
d2854b2e,style1,interpolation,256,100,cuda:0,8,1,8514
58f69bb6,style1,interpolation,512,3200,cuda:1,8,1,41497
1ba76296,style1,random,512,200,cuda:0,8,1,7477
5613cdd5,style1,interpolation,256,100,cuda:1,8,1,11458
e96ec619,style1,interpolation,256,1600,cuda:0,8,1,9442
47dbf765,style1,random,1024,200,cuda:1,8,1,18422
9a843ab5,style1,interpolation,512,3200,cuda:1,8,1,42402
2d9426a7,style1,interpolation,512,100,cuda:1,8,1,14380
