device,model,size,batch_size,ms / img,std dev,MB VRAM allocated,MB RAM allocated
NVIDIA GeForce GTX 1080 Ti,Style1Generator,1024,2,35.258,1.549,9604,32
NVIDIA GeForce GTX 1080 Ti,Style1Generator,1024,4,34.934,0.937,9604,32
NVIDIA GeForce GTX 1080 Ti,Style1Generator,1024,8,34.982,0.392,9604,32
NVIDIA GeForce GTX 1080 Ti,Style1Generator,1024,10,34.411,0.142,9604,32
NVIDIA GeForce GTX 1080 Ti,Style1Generator,1024,12,34.128,0.111,9604,32
NVIDIA GeForce GTX 1080 Ti,Style1Generator,1024,14,33.876,0.056,9604,32
NVIDIA GeForce GTX 1080 Ti,Style1Generator,1024,16,33.791,0.100,9604,32
NVIDIA GeForce GTX 1080 Ti,Style2Generator,1024,1,40.656,0.180,9604,32
NVIDIA GeForce GTX 1080 Ti,Style2Generator,1024,2,37.294,0.241,9604,32
NVIDIA GeForce GTX 1080 Ti,Style2Generator,1024,4,37.494,1.149,9604,32
NVIDIA GeForce GTX 1080 Ti,Style2Generator,1024,8,37.647,0.200,9604,32
NVIDIA GeForce GTX 1080 Ti,Style2Generator,1024,10,37.449,0.125,9604,32
NVIDIA GeForce GTX 1080 Ti,Style2Generator,1024,12,37.509,0.173,9604,32
NVIDIA GeForce GTX 1080 Ti,Style2Generator,1024,14,37.436,0.217,9604,32
NVIDIA GeForce GTX 1080 Ti,Style2Generator,1024,16,37.316,0.246,9604,32
NVIDIA GeForce GTX 1080 Ti,Style2ADAGenerator,1024,1,45.675,0.617,9604,32
NVIDIA GeForce GTX 1080 Ti,Style2ADAGenerator,1024,2,41.023,1.337,9604,32
NVIDIA GeForce GTX 1080 Ti,Style2ADAGenerator,1024,4,40.430,0.654,9604,32
NVIDIA GeForce GTX 1080 Ti,Style2ADAGenerator,1024,8,40.388,0.166,9604,32
NVIDIA GeForce GTX 1080 Ti,Style2ADAGenerator,1024,10,39.881,0.184,9604,32
NVIDIA GeForce GTX 1080 Ti,Style2ADAGenerator,1024,12,38.578,0.079,9604,32
NVIDIA GeForce GTX 1080 Ti,Style2ADAGenerator,1024,14,38.356,0.114,9604,32
NVIDIA GeForce GTX 1080 Ti,Style2ADAGenerator,1024,16,39.183,1.125,9604,32
NVIDIA GeForce GTX 1080 Ti,SWAGenerator,1024,1,37.697,0.734,9604,32
NVIDIA GeForce GTX 1080 Ti,SWAGenerator,1024,2,29.878,0.162,9604,32
NVIDIA GeForce GTX 1080 Ti,SWAGenerator,1024,4,28.809,0.941,9604,32
NVIDIA GeForce GTX 1080 Ti,SWAGenerator,1024,8,27.854,0.221,9604,32
NVIDIA GeForce GTX 1080 Ti,SWAGenerator,1024,10,27.465,0.213,9604,32
NVIDIA GeForce GTX 1080 Ti,SWAGenerator,1024,12,27.230,0.146,9604,32
NVIDIA GeForce GTX 1080 Ti,SWAGenerator,1024,14,27.179,0.159,9604,32
NVIDIA GeForce GTX 1080 Ti,SWAGenerator,1024,16,27.136,0.189,9604,32
NVIDIA GeForce GTX 1080 Ti,StyleMapGenerator,1024,1,309.290,0.460,9604,32
NVIDIA GeForce GTX 1080 Ti,StyleMapGenerator,1024,2,210.047,1.190,9604,32
NVIDIA GeForce GTX 1080 Ti,StyleMapGenerator,1024,4,160.731,1.134,9604,32
NVIDIA GeForce GTX 1080 Ti,StyleMapGenerator,1024,8,-1,-1,9604,32
NVIDIA GeForce GTX 1080 Ti,StyleMapGenerator,1024,10,-1,-1,9604,32
NVIDIA GeForce GTX 1080 Ti,StyleMapGenerator,1024,12,-1,-1,9604,32
NVIDIA GeForce GTX 1080 Ti,StyleMapGenerator,1024,14,-1,-1,9604,32
NVIDIA GeForce GTX 1080 Ti,StyleMapGenerator,1024,16,-1,-1,9604,32
