id,network,job_type,image_size,num_imgs,device,batch_size,data_parallelism,response_time
6e24a703,style1,random,256,200,cuda:1,8,1,9656
7e90c88d,style1,random,256,100,cuda:1,8,1,9636
8e9d9b46,style1,interpolation,512,1600,cuda:0,8,1,14620
f88ac13b,style1,interpolation,512,100,cuda:1,8,1,11597
45595f82,style1,interpolation,512,6400,cuda:0,8,1,36578
5bc16b14,style1,random,512,100,cuda:0,8,1,9558
4d189ad0,style1,interpolation,1024,6400,cuda:1,8,1,-1
ed535e87,style1,random,512,200,cuda:0,8,1,8516
9addab2b,style1,random,256,3200,cuda:0,8,1,11496
09d38032,style1,random,1024,6400,cuda:1,8,1,-1
70b516df,style1,random,256,100,cuda:0,8,1,7454
b972de0d,style1,interpolation,512,400,cuda:0,8,1,9437
af5f5ddb,style1,interpolation,512,1600,cuda:1,8,1,39422
8f753647,style1,interpolation,512,6400,cuda:1,8,1,-1
a1753b18,style1,random,1024,6400,cuda:1,8,1,-1
62398d01,style1,interpolation,512,100,cuda:1,8,1,22370
0436ec75,style1,interpolation,256,6400,cuda:0,8,1,18350
4c5bcef1,style1,interpolation,256,6400,cuda:1,8,1,45328
