id,network,job_type,image_size,num_imgs,device,batch_size,data_parallelism,response_time
e41a4d66,style2,interpolation,1024,200,cuda:0,4,1,17234
f0379f8f,swa,interpolation,256,100,cuda:1,8,1,15215
2977f54b,style2,interpolation,512,400,cuda:0,8,1,19201
f30eac28,swa,interpolation,256,200,cuda:1,8,1,20183
d7ad1dfb,anycost,interpolation,256,100,cuda:1,8,1,18168
37ce3859,anycost,interpolation,1024,400,cuda:0,4,1,27168
5207d7e2,style1,interpolation,256,100,cuda:0,8,1,10143
3ca103ba,style2,interpolation,256,200,cuda:0,8,1,15131
4616f837,style1,random,1024,200,cuda:1,2,1,19114
27e3e0c0,style2,interpolation,1024,100,cuda:1,2,1,31075
660db0c4,mobile,interpolation,1024,400,cuda:1,2,1,42075
3466c5ce,style2,random,1024,800,cuda:0,4,1,43041
4595608e,swa,interpolation,256,400,cuda:0,8,1,25983
aea15de3,style2,interpolation,256,100,cuda:0,8,1,15971
fae14dad,style1,interpolation,1024,100,cuda:0,4,1,13955
223a785a,stylemap,random,1024,800,-1,-1,1,-1
0d39ca4d,mobile,random,1024,400,cuda:1,2,1,45926
d50a624a,style2ada,random,256,400,cuda:1,4,1,42926
06c338ab,style2ada,random,256,200,cuda:0,8,1,13890
e2cfb5f0,style2,interpolation,256,800,cuda:0,8,1,19890
534ea41c,style2ada,random,256,200,cuda:1,4,1,27867
6ba05fea,style2,interpolation,256,100,cuda:0,8,1,9851
c62c3aa2,swa,interpolation,256,800,cuda:0,8,1,20837
7d48e040,style2,random,512,400,cuda:0,8,1,23817
010a960c,style2,random,512,100,cuda:0,4,1,19803
b2e8aef7,swa,interpolation,256,800,cuda:1,8,1,49791
8906809a,style2ada,interpolation,1024,200,cuda:1,2,1,31775
54f1172f,mobile,interpolation,256,400,cuda:1,8,1,15729
fad077af,stylemap,interpolation,1024,400,-1,-1,1,-1
26e9eec0,style2,random,256,800,cuda:0,8,1,18717
33f70e6c,stylemap,interpolation,512,100,cuda:0,4,1,36699
d586898e,stylemap,interpolation,1024,100,cuda:0,1,1,80685
9c9cc33b,swa,random,1024,100,cuda:0,8,1,35666
c0aa4b8c,style2,interpolation,256,800,cuda:1,8,1,59614
4308be60,stylemap,interpolation,512,800,cuda:1,1,1,334599
dbcea093,style2,random,256,800,cuda:1,8,1,63599
94c6b85f,stylemap,random,1024,800,-1,-1,1,-1
8d63e6db,anycost,random,1024,200,cuda:0,1,1,57571
c421a867,stylemap,interpolation,256,400,cuda:0,2,1,60554
cac997c3,stylemap,random,1024,200,-1,-1,1,-1
2bd5141a,mobile,random,1024,400,cuda:0,2,1,30475
63235b1d,mobile,interpolation,256,200,cuda:1,8,1,21447
1eb40421,style1,interpolation,1024,100,cuda:0,1,1,30411
134940cd,swa,interpolation,1024,200,-1,-1,1,-1
e4c144eb,stylemap,interpolation,512,200,-1,-1,1,-1
dd9c5692,swa,random,1024,800,cuda:1,4,1,214355
b6117952,stylemap,interpolation,256,100,cuda:0,4,1,27355
b7191a4b,style2ada,random,1024,100,cuda:0,4,1,26332
7fc1f164,anycost,random,512,400,cuda:0,8,1,29332
ef4dfba1,style1,interpolation,512,200,cuda:1,8,1,17311
b8355521,style2,random,256,400,cuda:0,8,1,27299
477ada5e,style2,interpolation,256,200,cuda:1,4,1,50285
e81a614d,style2,random,512,400,cuda:1,1,1,88266
586de1cf,anycost,interpolation,1024,200,-1,-1,1,-1
616991bc,style2ada,interpolation,512,200,cuda:0,8,1,16190
576ee536,stylemap,random,256,200,cuda:0,4,1,40190
310b3c72,style1,random,1024,100,cuda:0,1,1,15190
6314a0f7,stylemap,interpolation,512,100,cuda:0,2,1,42042
e084ec5e,swa,random,1024,200,cuda:0,8,1,47026
ed8aa0ae,stylemap,interpolation,1024,400,-1,-1,1,-1
2ac68cf3,swa,random,256,100,cuda:0,8,1,28991
c9b1087f,style2ada,random,256,800,cuda:0,8,1,51963
c5add9bb,style2,interpolation,256,200,cuda:0,4,1,27891
5706969f,swa,interpolation,256,400,cuda:0,8,1,62878
29bbcd1e,swa,interpolation,512,200,cuda:0,8,1,45878
