id,network,job_type,image_size,num_imgs,device,batch_size,data_parallelism,response_time
a345c9cb,style1,random,1024,800,cuda:0,8,1,20977
93d96cb4,swa,random,512,800,cuda:1,8,1,90958
2ed455bb,mobile,interpolation,512,800,cuda:1,8,1,23945
4f5c6058,swa,random,1024,100,cuda:0,8,1,12933
9c50438d,style2,random,1024,800,cuda:0,4,1,60918
aeba3941,swa,interpolation,512,400,cuda:0,8,1,66918
3e786937,swa,interpolation,256,800,cuda:1,8,1,31892
62d70bfc,style2ada,random,512,400,cuda:0,8,1,43817
6393b938,swa,interpolation,1024,800,cuda:0,8,1,66804
edb56663,mobile,interpolation,256,400,cuda:1,8,1,16779
5a5bdd23,style2,random,1024,100,cuda:1,2,1,35774
40c8c1d0,style2,random,512,200,cuda:1,4,1,36569
4259792b,anycost,interpolation,512,200,cuda:1,2,1,39557
c61b943a,style1,random,256,100,cuda:1,8,1,21537
1ca850b5,mobile,interpolation,512,400,cuda:1,4,1,35485
007edc89,stylemap,random,512,400,-1,-1,1,-1
0bd6fe4e,anycost,random,256,200,cuda:0,8,1,16464
8e3fd6b3,swa,random,256,800,cuda:0,8,1,43464
72fac568,anycost,interpolation,256,100,cuda:0,8,1,18432
107b3805,style2,interpolation,1024,200,cuda:0,2,1,26432
b4aa2f0f,swa,random,1024,200,cuda:1,4,1,50405
33798f0a,stylemap,random,512,800,cuda:1,1,1,267384
0b1c290d,style2ada,random,1024,100,cuda:0,4,1,14365
740430c5,stylemap,interpolation,512,100,cuda:0,2,1,29353
06c25086,mobile,random,256,800,cuda:1,8,1,22333
31a5d7ab,stylemap,random,256,400,cuda:0,4,1,100169
54e1e371,mobile,random,256,100,cuda:1,8,1,19153
da234e4a,style2,random,256,100,cuda:0,8,1,17135
8b9e93a1,style2,random,512,800,cuda:0,4,1,96083
ca00049d,swa,interpolation,256,400,cuda:0,8,1,41083
d79bb487,style1,interpolation,512,200,cuda:0,8,1,16059
8bcb454a,style2,random,512,400,cuda:0,2,1,51997
f88973c0,style2ada,random,512,200,cuda:1,2,1,59978
f346bcaf,style2ada,interpolation,256,200,cuda:1,4,1,32947
0b102206,style2ada,random,256,400,cuda:0,8,1,32889
d587d943,style2ada,interpolation,512,200,cuda:0,4,1,27889
5b86acd5,style2ada,random,256,800,cuda:0,8,1,50869
278db439,style1,interpolation,1024,400,cuda:0,1,1,38848
73a0a032,mobile,interpolation,512,400,cuda:1,4,1,32809
b65ccb0e,style2ada,random,1024,100,-1,-1,1,-1
fb936be2,style2,interpolation,256,200,cuda:1,4,1,43783
221ee8a0,style2,random,512,200,cuda:1,2,1,49783
3cefbaf0,style2ada,interpolation,256,100,cuda:0,4,1,24753
54acf108,stylemap,interpolation,512,800,-1,-1,1,-1
5341b9a5,style2,random,512,200,cuda:0,8,1,15729
3a51e81b,stylemap,interpolation,512,800,cuda:0,2,1,-1
63ba6329,mobile,random,256,200,cuda:1,8,1,19707
a5b243ec,swa,random,256,100,cuda:0,8,1,33669
c85e24a6,mobile,random,512,800,cuda:0,8,1,34669
603d9499,anycost,interpolation,256,100,cuda:0,8,1,31609
78037ca6,stylemap,interpolation,1024,400,cuda:0,1,1,340571
4f21a4f2,style2,random,1024,400,cuda:0,2,1,96517
c60713f2,style2ada,interpolation,256,400,cuda:0,8,1,40433
83c71796,mobile,interpolation,512,400,cuda:1,8,1,28433
7bcede39,mobile,random,512,200,cuda:1,8,1,30304
2e3cce47,style1,interpolation,512,800,cuda:1,8,1,46304
3035a9a3,anycost,random,256,200,cuda:1,4,1,84279
3a5f15dc,style2ada,interpolation,512,100,cuda:1,2,1,81279
fbda1012,mobile,interpolation,256,100,cuda:1,8,1,61252
63ad2183,style2ada,random,256,200,cuda:1,4,1,40209
b6f81839,swa,random,1024,800,cuda:1,2,1,170197
6f4377e8,style2,interpolation,512,200,-1,-1,1,-1
4e287fd4,stylemap,random,1024,800,-1,-1,1,-1
b7d13770,style2,interpolation,1024,200,cuda:0,1,1,84167
8fcbf0c5,stylemap,random,512,100,-1,-1,1,-1
2bb77579,stylemap,random,1024,200,-1,-1,1,-1
2da0ba7c,anycost,interpolation,1024,200,cuda:0,1,1,145954
f70b6d36,anycost,interpolation,256,800,cuda:0,4,1,-1
920f4d8e,swa,random,256,100,cuda:0,8,1,43853
8a5da37d,mobile,interpolation,512,400,cuda:0,1,1,74841
478d69e8,swa,random,1024,800,-1,-1,1,-1
1d46e634,anycost,interpolation,256,400,cuda:0,2,1,85788
f9e080d8,style2ada,interpolation,512,400,cuda:0,1,1,-1
7d568bb8,stylemap,interpolation,1024,100,-1,-1,1,-1
66c384dc,mobile,interpolation,512,100,cuda:1,2,1,37757
c1ff5e38,stylemap,interpolation,256,100,-1,-1,1,-1
58449de9,stylemap,interpolation,512,800,-1,-1,1,-1
884b2465,stylemap,interpolation,512,800,cuda:1,1,1,-1
469bb031,style2,random,256,400,cuda:1,8,1,54724
6b0ab552,style1,random,512,200,cuda:1,8,1,39705
4042907c,swa,interpolation,256,800,cuda:1,8,1,-1
a0a5d7f3,anycost,random,256,400,cuda:1,8,1,89508
86425ece,style2ada,interpolation,256,800,cuda:1,2,1,124456
660b80f3,style2ada,random,512,800,cuda:0,2,1,-1
968195d5,mobile,random,512,100,-1,-1,1,-1
98e87920,mobile,interpolation,512,800,cuda:0,1,1,55240
ce56e243,swa,random,256,400,cuda:0,4,1,141200
ffa26ba2,style2,interpolation,512,400,-1,-1,1,-1
6071b3e8,anycost,random,512,100,cuda:1,2,1,78093
1a50612a,style1,random,256,100,cuda:0,8,1,128081
f77bd849,mobile,interpolation,1024,400,-1,-1,1,-1
c3620327,style2ada,interpolation,256,800,-1,-1,1,-1
b0b235aa,swa,interpolation,512,100,-1,-1,1,-1
e9958812,stylemap,interpolation,1024,200,-1,-1,1,-1
e12393db,style2ada,interpolation,256,800,cuda:0,2,1,99031
5362b052,style1,random,1024,400,-1,-1,1,-1
3acf819f,style1,interpolation,1024,100,cuda:1,1,1,44997
d0341d0a,style1,interpolation,256,100,cuda:1,8,1,28983
79510d30,stylemap,interpolation,512,800,-1,-1,1,-1
48fdf0fc,swa,random,256,100,cuda:0,1,1,-1
fd323e12,anycost,random,256,100,-1,-1,1,-1
421074fe,style1,random,512,800,-1,-1,1,-1
b2a2de94,stylemap,random,1024,400,-1,-1,1,-1
f735d348,style2,random,1024,800,-1,-1,1,-1
4d21a40d,anycost,random,512,400,-1,-1,1,-1
cbb3f7da,swa,interpolation,1024,100,cuda:1,2,1,-1
206c5db9,style2,random,512,100,cuda:1,2,1,-1
f914dda3,style1,interpolation,1024,800,cuda:1,1,1,-1
5ea4553a,stylemap,interpolation,512,800,-1,-1,1,-1
37714fce,swa,random,1024,200,cuda:1,2,1,-1
dd77b5c5,swa,random,512,100,cuda:1,4,1,-1
2e8d162d,style2ada,random,1024,200,cuda:1,1,1,-1
fd73abb0,style2,interpolation,512,800,-1,-1,1,-1
ebfab6d9,swa,random,512,800,-1,-1,1,-1
28e1ccc0,mobile,random,1024,100,-1,-1,1,-1
4e7b4b09,style2,random,1024,800,-1,-1,1,-1
5b9f4718,style2,random,256,800,cuda:0,4,1,-1
3d1b7bff,style2,random,512,800,cuda:0,2,1,-1
ee6c1813,mobile,interpolation,512,100,cuda:0,1,1,-1
a94ee115,anycost,interpolation,1024,100,-1,-1,1,-1
ab6394ab,style2ada,interpolation,1024,200,-1,-1,1,-1




