id,network,job_type,image_size,num_imgs,device,batch_size,data_parallelism,response_time
2fbef21e,style1,interpolation,1024,100,cuda:1,8,1,-1
c853418c,swa,random,256,400,cuda:0,8,1,-1
c48aaf75,style2,random,256,100,cuda:1,8,1,-1
a000bcc4,style2ada,random,1024,100,cuda:1,8,1,-1
15c8a80f,swa,interpolation,256,800,cuda:0,8,1,-1
3d8c11fb,stylemap,interpolation,256,400,cuda:1,8,1,-1
57fa98fa,style2,random,256,200,cuda:1,8,1,-1
716fc85d,anycost,random,256,400,cuda:0,8,1,-1
b9bdd974,stylemap,random,1024,400,cuda:1,8,1,-1
a091c579,anycost,interpolation,1024,800,cuda:0,8,1,-1
25e4a3fa,style1,random,1024,800,cuda:0,8,1,-1
5bb0acc2,style2ada,random,1024,400,cuda:0,8,1,-1
7a30f619,swa,interpolation,512,100,cuda:1,8,1,-1
6af77d0d,swa,random,1024,100,cuda:1,8,1,-1
17b85746,style2,random,1024,100,cuda:0,8,1,-1
2800185c,mobile,interpolation,256,400,cuda:1,8,1,-1
1ec1836f,style2ada,random,512,200,cuda:1,8,1,-1
53e53f72,stylemap,random,256,100,cuda:0,8,1,-1
39d4c05c,style2ada,random,256,100,cuda:0,8,1,-1
ad338107,style2,interpolation,512,200,cuda:1,8,1,-1
bdcc3f18,stylemap,random,1024,100,cuda:0,8,1,-1
c54733ee,stylemap,interpolation,256,200,cuda:1,8,1,-1
1b502030,anycost,interpolation,512,400,cuda:0,8,1,-1
ce504dca,style1,random,256,800,cuda:1,8,1,-1
a0acd24a,style1,random,1024,400,cuda:0,8,1,-1
b50656ff,stylemap,interpolation,512,800,cuda:1,8,1,-1
a8463132,mobile,random,1024,100,cuda:0,8,1,-1
74bc44a9,style1,interpolation,256,100,cuda:1,8,1,-1
b9154b7c,swa,interpolation,256,400,cuda:0,8,1,-1
a675b0f1,style2,random,1024,200,cuda:0,8,1,-1
37d98f1f,style2ada,interpolation,256,100,cuda:1,8,1,-1
3b58c8be,swa,random,256,400,cuda:0,8,1,-1
23ac1920,anycost,interpolation,256,400,cuda:1,8,1,-1
a362304a,style2ada,interpolation,512,200,cuda:0,8,1,-1
34337ab2,style2,random,1024,200,cuda:1,8,1,-1
b4f04001,mobile,interpolation,512,400,cuda:0,8,1,-1
6fd0d509,style2,interpolation,1024,100,cuda:1,8,1,-1
8f84db36,swa,random,1024,800,cuda:0,8,1,-1
d972311b,style1,random,256,400,cuda:0,8,1,-1
451d3007,style1,interpolation,1024,200,cuda:0,8,1,-1
c18329f7,style1,random,1024,400,cuda:0,8,1,-1
1253b83e,mobile,interpolation,1024,800,cuda:1,8,1,-1
66925d4f,stylemap,random,1024,400,cuda:1,8,1,-1
20cad9f0,style2ada,interpolation,512,400,cuda:0,8,1,-1
dae4531e,style2ada,random,512,200,cuda:0,8,1,-1
ec767321,style2,interpolation,512,200,cuda:0,8,1,-1
8f760b5d,style2,random,1024,400,cuda:0,8,1,-1
936e1529,swa,interpolation,1024,100,cuda:0,8,1,-1
83ceb473,mobile,random,256,800,cuda:1,8,1,-1
700d7bdd,mobile,random,256,800,cuda:0,8,1,-1
0e9e4f3d,style2ada,interpolation,512,400,cuda:1,8,1,-1
c016ed9c,style2ada,interpolation,512,200,cuda:0,8,1,-1
75c5b963,style2ada,random,512,100,cuda:0,8,1,-1
373164c2,swa,random,1024,200,cuda:0,8,1,-1
fc02ae1f,stylemap,random,512,800,cuda:1,8,1,-1
04a1ccc7,mobile,interpolation,1024,800,cuda:0,8,1,-1
8ddb87fe,style1,interpolation,256,200,cuda:0,8,1,-1
bc96acd0,stylemap,interpolation,512,800,cuda:0,8,1,-1
060cd81a,swa,interpolation,1024,200,cuda:0,8,1,-1
e428cb44,style2,random,1024,800,cuda:1,8,1,-1
7fedc842,style2,interpolation,256,100,cuda:1,8,1,-1
7ce7d4aa,style2,random,1024,100,cuda:1,8,1,-1
45acff5a,swa,interpolation,1024,800,cuda:0,8,1,-1
e391a561,anycost,interpolation,256,200,cuda:1,8,1,-1
ac2a1826,stylemap,interpolation,512,800,cuda:0,8,1,-1
055e59b5,style1,interpolation,1024,800,cuda:1,8,1,-1
99c73dc5,style1,random,256,400,cuda:0,8,1,-1
