id,network,job_type,image_size,num_imgs,device,batch_size,data_parallelism,response_time
12a2e359,style2,interpolation,256,200,cuda:1,8,1,14396
3bc1e67c,style2,interpolation,1024,800,cuda:0,8,1,49385
c62d6dc5,stylemap,random,256,400,cuda:0,8,1,36365
f9480524,style2,random,512,800,cuda:1,8,1,49332
c25d9e10,stylemap,interpolation,512,200,cuda:1,8,1,91312
54e26ae7,swa,interpolation,512,200,cuda:0,8,1,11285
86394b3d,style1,interpolation,512,200,cuda:0,8,1,8269
e78a1842,anycost,random,1024,800,cuda:0,8,1,48229
921ad60d,style2,random,512,400,cuda:0,8,1,29205
b6ddcee4,swa,interpolation,1024,400,cuda:0,8,1,32183
16e1f0a1,style2,interpolation,256,200,cuda:1,8,1,16169
fe7394c5,stylemap,interpolation,256,200,cuda:1,8,1,27141
3e14d3a8,stylemap,random,256,100,cuda:1,8,1,22067
66080b0e,style2,random,256,200,cuda:1,8,1,18037
f2795e23,swa,random,1024,400,cuda:1,8,1,35015
361fdd4b,stylemap,interpolation,512,400,cuda:0,8,1,36997
d5af579a,stylemap,interpolation,512,400,cuda:0,8,1,72976
6fe5b1b3,style2ada,random,1024,400,cuda:0,8,1,31941
b64a9feb,style2,random,512,200,cuda:0,8,1,18917
5b79f80a,style2ada,random,512,100,cuda:1,8,1,16901
fbfe4f17,style1,interpolation,512,800,cuda:1,8,1,19878
cfba4592,anycost,interpolation,512,100,cuda:1,8,1,16856
b99da3cf,anycost,random,512,400,cuda:0,8,1,16813
fc954488,stylemap,random,256,800,cuda:1,8,1,67780
c0730fa5,style2ada,interpolation,256,200,cuda:0,8,1,8753
c4a86700,style2,random,512,200,cuda:0,8,1,13726
d4166c49,swa,interpolation,256,100,cuda:0,8,1,12701
287c7ac8,style2ada,random,512,800,cuda:0,8,1,18677
007d41bc,style2ada,interpolation,512,200,cuda:1,8,1,17653
f8a4d3d6,style1,random,1024,800,cuda:0,8,1,21624
dfd386a9,mobile,random,512,100,cuda:1,8,1,11609
190ba7e3,mobile,random,256,400,cuda:0,8,1,7588
a8340ec9,anycost,interpolation,1024,800,cuda:0,8,1,35565
58a5ef3f,style2,interpolation,1024,100,cuda:1,8,1,32529
1921fa0e,mobile,random,512,400,cuda:0,8,1,10508
ca9604b8,style2,interpolation,512,800,cuda:1,8,1,44467
c847dd86,style1,random,256,400,cuda:0,8,1,7428
c2b0520e,mobile,random,512,800,cuda:1,8,1,18401
bb678ad1,style2ada,random,1024,800,cuda:0,8,1,28380
05eecd95,mobile,random,1024,100,cuda:0,8,1,11345




