id,network,job_type,image_size,num_imgs,device,batch_size,data_parallelism,response_time
04717793,swa,interpolation,256,100,cuda:0,4,1,11501
e494ad8f,swa,random,256,400,cuda:0,4,1,14395
41acf9f1,swa,random,1024,400,cuda:0,4,1,21322
cfb6ac6d,style2ada,random,512,100,cuda:0,4,1,10195
85a40621,mobile,interpolation,1024,800,cuda:0,4,1,21120
d5614b77,mobile,interpolation,256,400,cuda:1,4,1,14094
d72ae3b1,style1,interpolation,1024,800,cuda:0,4,1,24028
1e2d0f96,swa,random,512,200,cuda:0,4,1,19006
6a5f8461,mobile,random,1024,100,cuda:0,4,1,10978
b7e37614,anycost,interpolation,256,400,cuda:0,4,1,11777
c902e8f7,anycost,random,256,800,cuda:0,4,1,16740
8da337ef,anycost,random,256,100,cuda:0,4,1,8560
db7f56dd,style2ada,random,256,100,cuda:0,4,1,8523
12fc7ad5,stylemap,interpolation,512,200,cuda:0,4,1,51335
45cfd0d2,swa,random,256,100,cuda:0,4,1,28304
5f577def,swa,random,1024,800,cuda:0,4,1,94283
ef398ec3,style2ada,random,256,400,cuda:0,4,1,22263
4e6df7aa,mobile,random,1024,100,cuda:1,4,1,16232
567e7eed,anycost,random,1024,800,cuda:0,4,1,58098
242ca34d,mobile,random,1024,800,cuda:1,4,1,49075
9a1c7eae,anycost,random,512,100,cuda:0,4,1,16044
45083b31,mobile,interpolation,256,200,cuda:0,4,1,13018
a18aea40,anycost,interpolation,256,800,cuda:0,4,1,27980
12a7db9a,stylemap,interpolation,1024,400,cuda:1,2,1,183955
dddd22b5,mobile,random,256,100,cuda:0,4,1,10817
3001d09a,swa,interpolation,1024,200,cuda:1,4,1,68735
caa4e1e0,style2ada,interpolation,1024,800,cuda:1,4,1,182694
a50b26f0,style1,random,512,800,cuda:0,4,1,11522
a3bfaf52,style2,random,1024,100,cuda:0,4,1,13494
58fa273d,swa,interpolation,512,100,cuda:0,4,1,10440
4efd7451,anycost,interpolation,256,200,cuda:0,4,1,11256
da15e4ac,swa,random,512,400,cuda:0,4,1,17227
8283db69,swa,interpolation,1024,400,cuda:0,4,1,22110
d9aecf3d,swa,interpolation,512,800,cuda:0,4,1,22004
ca02d308,anycost,interpolation,256,400,cuda:0,4,1,12971
7e805080,style2ada,random,512,100,cuda:0,4,1,10809
ceea208d,style2,interpolation,512,800,cuda:0,4,1,28700
3ff113f4,anycost,interpolation,1024,100,cuda:0,4,1,17561
a6e417a2,style2,interpolation,256,100,cuda:0,4,1,9329
1c1bda79,style2ada,interpolation,256,400,cuda:1,4,1,32298
8e90b6c2,mobile,random,1024,100,cuda:0,4,1,11156
daef4fa4,style2ada,random,1024,800,cuda:0,4,1,49122
bfc3f3d0,stylemap,interpolation,256,800,cuda:0,4,1,60056
b2e01985,style1,random,256,200,cuda:0,4,1,11916
31ef7c97,anycost,interpolation,256,400,cuda:0,4,1,24889
3db4a0b8,style1,interpolation,512,100,cuda:0,4,1,11803
d4d79107,style1,interpolation,1024,200,cuda:0,4,1,15770
a9dd8826,mobile,random,256,100,cuda:1,4,1,14751
a389b6ac,style2,interpolation,512,100,cuda:1,4,1,13644
512d1f50,style1,interpolation,1024,200,cuda:0,4,1,15451
20a6c33c,anycost,random,1024,200,cuda:0,4,1,15328
27f486cf,swa,random,256,400,cuda:0,4,1,15296
f1416d9b,style1,interpolation,1024,400,cuda:0,4,1,17270
7158a0ef,anycost,random,1024,100,cuda:0,4,1,13189
b8a06d0c,swa,random,256,200,cuda:0,4,1,11100
e5604358,mobile,random,1024,800,cuda:0,4,1,27978
09678b69,swa,interpolation,512,200,cuda:0,4,1,20924
4ea1d4bb,style1,random,1024,200,cuda:0,4,1,13774
d416f692,style2,random,512,800,cuda:0,4,1,-1
a97d0895,stylemap,interpolation,256,100,cuda:0,4,1,-1
d019522e,anycost,interpolation,1024,200,cuda:0,4,1,-1




